nodeid,in_population,database.all_fitnesses.island_zero,database.best_program.island_zero,database.end_generation.always_false,database.end_generation.bare_increment,database.feature_dimensions.empty,database.fitness.no_feature_exclusion,database.get.best_fallback,database.init.no_novelty_guard,database.island_fitnesses.global,database.last_iteration.off_by_one,database.load.reset_generations,database.num_islands.off_by_one,database.num_programs.off_by_one,database.per_island_bests.neg_inf_default,database.sample_from_island.drop_inspirations,database.save.iteration_zero,database.store_artifacts.noop,islands.add.ignore_target_scope,islands.capabilities.overclaim,islands.elites.worst_first,islands.load_state_dict.ignore_state,islands.native_select.source_is_target,islands.per_scope_bests.global_best,islands.population.ignore_scope,islands.regions.generic_label,islands.scopes.drop_last,islands.snapshot.limit_before_sort,islands.snapshot.regions_always,islands.state_dict.empty,islands.steps_per_generation.one,islands.target_scope.off_by_one,islands.top_programs.island_wins,islands.top_programs.reversed,islands.topology.flat,prompts.build_mutation_prompt.drop_parent2,prompts.build_mutation_prompt.unfiltered_metrics,prompts.build_mutation_prompt.unfiltered_program_lists,prompts.inject_advice.no_header,prompts.make_prompt_sampler.allow_stochasticity,prompts.make_prompt_sampler.skip_template_registration
tests/test_noema_pes.py::TestPESPlannerModule::test_directive_mode_returns_full_executor_prompt,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_directive_retry_advice_is_empty,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_domain_context_reaches_planner_system_message_not_user_prompt,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_eval_failure_is_failed,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_llm_failure_degrades_to_noop_advice,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_long_parent_code_is_truncated_in_prompt,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_missing_child_stores_nothing,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_no_domain_context_leaves_planner_system_message_unchanged,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_no_parent_or_no_llm_is_noop,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_no_recent_block_when_no_plans_yet,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_null_coordination_retry_advice_is_noop,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_pending_reflections_survive_state_round_trip,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_plan_reaches_prompt_block_and_charges_coordination,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_planning_failure_still_records_lineage_for_a_real_child,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_prior_plan_and_outcome_reach_next_planning_prompt,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_recent_strategies_excludes_the_lineages_own_entry,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_recent_strategies_reach_a_fresh_lineage_prompt,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_reflection_budget_exhaustion_propagates,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_reflection_disabled_makes_no_call_and_drops_queue,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_reflection_llm_failure_degrades_but_keeps_outcome,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_reflection_reaches_next_planning_prompt,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_reflection_runs_at_generation_end_on_coordination_account,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_registered_in_module_registry,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_report_result_makes_no_llm_call,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_retry_advice_returns_empty_when_no_parent,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_retry_advice_returns_empty_when_no_reflection_yet,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_retry_advice_returns_empty_when_reflection_is_blank,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_retry_advice_returns_reflection_when_present,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_state_dict_round_trip_and_json_serializable,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes.py::TestPESPlannerModule::test_stderr_reaches_reflection_prompt_on_failed,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes_controller.py::TestDirectiveModeImportSurvives::test_new_import_survives_and_child_scores,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes_controller.py::TestPESIslandDistribution::test_children_land_across_islands_not_all_island_zero,no,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes_controller.py::TestPESPromptIdentity::test_pes_plan_is_a_suffix_on_the_null_prefix,no,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.
tests/test_noema_pes_controller.py::TestPESReflectionThroughController::test_controller_stamped_stderr_reaches_reflection_prompt,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes_controller.py::TestPESReflectionThroughController::test_reflection_drains_at_tick_and_reaches_a_later_plan,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes_phases.py::TestFaithfulBriefCheckpointRoundTrip::test_load_state_dict_accepts_entries_without_reflection_full,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes_phases.py::TestFaithfulBriefCheckpointRoundTrip::test_reflection_full_and_slice_round_trip,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes_phases.py::TestPlansParentId::test_load_state_dict_accepts_entries_without_parent_id,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_pes_phases.py::TestPlansParentId::test_report_result_stores_parent_id_and_it_round_trips,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestExtractFinalPlan::test_missing_heading_returns_full_text_unextracted,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestExtractFinalPlan::test_multiple_headings_takes_last,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestExtractFinalPlan::test_normal_extraction,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulPlannerConstants::test_headings_mandates_and_pressure_lines_present,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulPlannerConstants::test_no_tool_workspace_residue_and_no_recent_block,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulPlannerPath::test_custom_default_prompt_byte_identical_regression,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulPlannerPath::test_empty_slice_after_heading_logs_and_runs_unplanned,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulPlannerPath::test_faithful_max_tokens_floor,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulPlannerPath::test_faithful_prompt_at_advise_time_with_regions,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulPlannerPath::test_faithful_prompt_block_absent_without_regions,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulPlannerPath::test_faithful_prompt_deterministic,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulPlannerPath::test_global_scope_topology_makes_no_location_claim,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulPlannerPath::test_invalid_prompt_variant_rejected,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulPlannerPath::test_missing_heading_falls_back_with_logged_warning,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulPlannerPath::test_non_island_topology_is_declared_never_relabelled,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryConstants::test_brief_structure_and_pressure_line_present,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryConstants::test_no_tool_residue,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_capped_slice_is_what_downstream_prompts_reinject,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_capped_table_still_reports_the_TRUE_family_size_and_rank,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_custom_default_reflection_prompt_byte_identical_regression,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_downstream_slice_strips_preamble_on_fallback,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_downstream_slice_truncates_over_cap,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_faithful_constants_byte_pinned,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_faithful_only_child_note,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_faithful_rendered_prompt_byte_pinned_on_islands,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_faithful_sibling_block_stats_for_three_siblings,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_faithful_storage_split_and_capped_slice,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_genuinely_oversized_prompt_still_fails_loud_after_the_cap,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_prompt_size_assertion_fails_loud_before_dispatch,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_sibling_block_degenerates_to_only_child_without_parent_id,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_sibling_table_growth_overflows_the_window,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_sibling_table_is_capped_so_a_large_family_still_fits,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_strategy_digest_escapes_pipes,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestFaithfulSummaryPath::test_zero_sibling_cap_still_stays_bounded_and_shows_current,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestOperatorTemplatePassthrough::test_arity_one_template_no_parent2_does_not_error_or_leak_placeholder,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_prompts.py::TestOperatorTemplatePassthrough::test_arity_two_template_includes_parent2_code,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,K
tests/test_noema_prompts.py::TestOperatorTemplatePassthrough::test_make_prompt_sampler_registers_operator_templates,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_prompts.py::TestPESExecutorDirectiveConstants::test_advisory_mode_never_formats_the_directive_template,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestPESExecutorDirectiveConstants::test_executor_system_with_plan_is_pinned,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestPESExecutorDirectiveConstants::test_executor_user_with_plan_is_pinned,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestPromptAssembly::test_advice_appends_suffix_only,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.
tests/test_noema_prompts.py::TestPromptAssembly::test_empty_advice_is_byte_identical,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestPromptAssembly::test_metric_fields_filters_the_parents_metrics,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.
tests/test_noema_prompts.py::TestPromptAssembly::test_metric_fields_filters_the_top_and_previous_program_lists,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.
tests/test_noema_prompts.py::TestPromptAssembly::test_prompt_deterministic_across_builds,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestPromptAssembly::test_stochasticity_rejected,yes,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.
tests/test_noema_prompts.py::TestPromptIdentityDecision25Exemption::test_null_and_hifo_and_pes_advisory_share_the_prefix,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestPromptIdentityDecision25Exemption::test_only_pes_directive_sets_full_executor_prompt,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestRetryPromptSuffix::test_reflection_suffix_structure,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestRetryPromptSuffix::test_retry_suffix_includes_error_text,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestRetryPromptSuffix::test_retry_suffix_is_arm_agnostic,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_prompts.py::TestRetryPromptSuffix::test_retry_suffix_structure,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_region_context.py::TestDatabaseBlock::test_custom_planning_prompt_byte_identical_with_and_without_regions,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_region_context.py::TestDatabaseBlock::test_deterministic_from_real_store,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_region_context.py::TestDatabaseBlock::test_formats_region_values,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_region_context.py::TestDatabaseBlock::test_status_absent_without_regions,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_region_context.py::TestIslandsStoreRegions::test_one_region_per_island_with_native_labels,no,.,.,.,.,.,.,.,.,K,.,.,K,.,K,.,.,.,K,.,.,.,.,K,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_region_context.py::TestIslandsStoreRegions::test_regions_ride_on_the_global_snapshot_only,no,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,K,.,.,.,.,.,.
tests/test_noema_region_context.py::TestIslandsStoreRegions::test_store_declares_the_regions_capability,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_region_context.py::TestNoConcreteStoreCallbackReachesCoordination::test_coordination_params_hold_no_store_callback,no,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_region_context.py::TestOtherModulesIgnoreRegions::test_null_and_hifo_tolerate_a_region_bearing_snapshot,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_region_context.py::TestPerIslandBests::test_deterministic_for_same_db_state,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_region_context.py::TestPerIslandBests::test_multi_island_with_empty_island,no,.,.,.,.,.,.,.,.,K,.,.,K,.,K,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_selection_exports.py::TestSelectionPackageExports::test_established_selection_classes_remain_public,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
